639-3	639-1	639-2B	Scope/Type	Family	native	eng	fra	spa	zho	rus	deu				Retrieved from "http://en.wikipedia.org/wiki/ISO_639" on 2008-04-01
aac			I/L			Ari					
aad			I/L			Amal					
dua		dua	I/L		Duala	Duala	douala		杜亚拉语	дуала	
dub			I/L			Dubli					
duc			I/L			Duna					
dud			I/L			Hun-Saare					
due			I/L			Agta, Umiray Dumaget					
duf			I/L			Dumbea					
dug			I/L			Duruma					
duh			I/L			Dungra Bhil					
dui			I/L			Dumun					
duj			I/L			Dhuwal					
duk			I/L			Duduela					
dul			I/L			Agta, Alabat Island					
dum		dum	I/H			Dutch, Middle (ca.1050-1350)	néerlandais moyen	neerlandés medio	中古荷兰语	средненидерландский	
dun			I/L			Dusun Deyah					
duo			I/L			Agta, Dupaninan					
dup			I/L			Duano'					
duq			I/L			Dusun Malang					
dur			I/L			Dii					
dus			I/L			Dumi					
duu			I/L			Drung					
duv			I/L			Duvle					
duw			I/L			Dusun Witu					
dux			I/L			Duungooma					
duy			I/E			Agta, Dicamay					
duz			I/E			Duli					
dva			I/L			Duau					
dwa			I/L			Diri					
dws			I/C			Dutton World Speedwords					
dww			I/L			Dawawa					
dya			I/L			Dyan					
dyb			I/L			Dyaberdyaber					
dyd			I/L			Dyugun					
dyg			I/E			Agta, Villa Viciosa					
dyi			I/L			Senoufo, Djimini					
dyk			I/L			Dayak, Land					
dyn			I/L			Dyangadi					
dyo			I/L			Jola-Fonyi					
dyu		dyu	I/L		Julakan	Dyula	dioula		迪尤拉语	диула	Dioula
dyy			I/L			Dyaabugay					
dza			I/L			Duguza					
dzd			I/L			Daza					
dzg			I/L			Dazaga					
dzl			I/L			Dzalakha					
dzn			I/L			Dzando					
dzo	dz	dzo	I/L		རྫོང་ཁ	Dzongkha	dzongkha	dzongkha	不丹语	дзонг-кэ	Dzongkha
ebg			I/L			Ebughu					
ebo			I/L			Teke-Ebo					
ebr			I/L			Ebrié					
ebu			I/L			Embu					
ecr			I/A			Eteocretan					Eteokretisch
ecs			I/L			Ecuadorian Sign Language					ecuadorianische Zeichensprache
ecy			I/A			Eteocypriot					
eee			I/L		E	E					
efa			I/L			Efai					
efe			I/L			Efe					
efi		efi	I/L			Efik	efik		埃菲克语	эфик	
ega			I/L			Ega					
ego			I/L			Eggon					
egy		egy	I/A			Egyptian	(ancien) égyptien	egipcio	古典埃及语	древнеегипетский	Ägyptisch
ehu			I/L			Ehueun					
eip			I/L			Eipomek					
eit			I/L			Eitiep					
eiv			I/L			Askopan					
eja			I/L			Ejamat					
eka		eka	I/L			Ekajuk	ekajuk		埃克丘克语	экаджук	
eke			I/L			Ekit					
ekg			I/L			Ekari					
eki			I/L			Eki					
ekm			I/L			Elip					
eko			I/L			Koti					
ekp			I/L			Ekpeye					
ekr			I/L			Yace					
eky			I/L			Kayah, Eastern					
ele			I/L			Elepi					
elh			I/L			El Hugeirat					
eli			I/L			Nding					
elk			I/L			Elkei					
ell	el	gre	I/L		Ελληνικά	Greek	grec (modern)	griego (moderno)	希腊语	(ново)греческий	Griechisch
elm			I/L			Eleme					
elo			I/L			El Molo					
elp			I/L			Elpaputih					
elu			I/L			Elu					
elx		elx	I/A			Elamite	élamite	elamita	埃兰语	эламский	Elamisch
ema			I/L			Emai-Iuleha-Ora					
emb			I/L			Embaloh				эмбало	Embaloh
eme			I/L			Emerillon		emerillon			
emg			I/L			Meohang, Eastern					
emi			I/L			Mussau-Emira				муссау-эмира	Mussau-Emira
emk			I/L			Maninkakan, Eastern					
eml			I/L			Emiliano-Romagnolo	émilien	emiliano-romañolo		эмилиано-романьоло	Emilia-Romagnolo
emm			I/E			Mamulique					
emn			I/L			Eman					
emo			I/E			Emok					
emp			I/L			Emberá, Northern					
ems			I/L			Yupik, Pacific Gulf					
emu			I/L			Muria, Eastern					
emw			I/L			Emplawas					
emy			I/E			Mayan, Epigraphic					
ena			I/L			Apali					
enb			I/L			Endo					
enc			I/L			En					
end			I/L			Ende					
enf			I/L			Enets, Forest					
eng	en	eng	I/L		English	English	anglais	inglés	英语	английский	Englisch
enh			I/L			Enets, Tundra					
eni			I/L			Enim					
enm		enm	I/H		Englissh	English, Middle (1100-1500)	anglais moyen	inglés medio	中古英语	среднеанглийский	Mittelenglisch
enn			I/L			Engenni					
eno			I/L			Enggano					
enq			I/L			Enga					
enr			I/L			Emumu					
env			I/L			Enwan (Edu State)					
enw			I/L			Enwan (Akwa Ibom State)					
eot			I/L			Beti (Côte d'Ivoire)					
epi			I/L			Epie					
epo	eo	epo	I/C		Esperanto	Esperanto	espéranto	esperanto	世界语	эсперанто	Esperanto
erg			I/L			Sie					
erh			I/L			Eruwa					
eri			I/L			Ogea					
erk			I/L			Efate, South					Süd-Efate
ero			I/L			Horpa					
err			I/L			Erre					
ers			I/L			Ersu					
ert			I/L			Eritai					
erw			I/L			Erokwanas					
ese			I/L			Ese Ejja					
esh			I/L			Eshtehardi					
esi			I/L			Inupiatun, North Alaskan					
esk			I/L			Inupiatun, Northwest Alaska					
esl			I/L			Egypt Sign Language					ägyptische Zeichensprache
esm			I/E			Esuma					
esn			I/L			Salvadoran Sign Language					salvadorianische Zeichensprache
eso			I/L			Estonian Sign Language					estonische Zeichensprache
esq			I/E			Esselen		esselen			
ess			I/L			Yupik, Central Siberian					
est	et	est	I/L		Eesti	Estonian	estonien	estonio	爱沙尼亚语	эстонский	Est(o)nisch
esu			I/L		юпик	Yupik, Central					
etb			I/L			Etebi					
etc			I/E			Etchemin	etchemin				
eth			I/L			Ethiopian Sign Language					äthiopische Zeichensprache
etn			I/L			Eton (Vanuatu)					
eto			I/L			Eton (Cameroon)					
etr			I/L			Edolo					
ets			I/L			Yekhee					
ett			I/A			Etruscan	étrusque				Etruskisch
etu			I/L			Ejagham					
etx			I/L			Eten					
etz			I/L			Semimi					
eur			I/L		Europanto	Europanto					
eus	eu	baq	I/L		Euskara	Basque	basque	euskera; vasco	巴斯克语	баскский	Baskisch
eve			I/L		эвэды	Even				эвенский	Ewenisch
evh			I/L			Uvbie					
evn			I/L		орочон	Evenki				эвенкийский	Ewenkisch
ewe	ee	ewe	I/L		Ɛʋɛgbɛ	Ewe	éwé	efé	埃维语	эве	Ewe
ewo		ewo	I/L			Ewondo	éwondo	yaundé	埃翁多语	эвондо	
ext			I/L			Extremaduran	estrémadure	extremeño			
eya			I/L			Eyak	eyak				Eyak
eze			I/L			Uzekwe					
faa			I/L			Fasu					
fab			I/L			Fa D'ambu					
fad			I/L			Wagi					
faf			I/L			Fagani					
fag			I/L			Finongan					
fah			I/L			Fali Of Baissa					
fai			I/L			Faiwol					
faj			I/L			Faita					
fak			I/L			Fang (Cameroon)					
fal			I/L			Fali, South					
fam			I/L			Fam					
fan		fan	I/L		Fang	Fang (Equatorial Guinea)	fang	fangüé	芳语	фанг	
fao	fo	fao	I/L	Indo-European	føroyskt	Faroese	féroïen	feroés	法罗斯语	фарерский	Färöisch
fap			I/L			Palor					
far			I/L			Fataleka					
fas	fa	per	M/L	Indo-European	فارسی	Persian	persan	persa	波斯语	персидский	Persisch
fat		fat	I/L			Fanti	fanti		芳蒂语	фанти	Fante
fau			I/L			Fayu					
fax			I/L		Fala	Fala					
fay			I/L			Fars, Southwestern					
faz			I/L			Fars, Northwestern					
fcs			I/L			Quebec Sign Language	langue des signes québecoise				Quebec Zeichensprache
fer			I/L			Feroge					
ffm			I/L	Niger-Congo		Fulfulde, Maasina					
fgr			I/L			Fongoro					
fia			I/L			Nobiin					
fie			I/L			Fyer					
fij	fj	fij	I/L		na vosa Vakaviti	Fijian	fidjien	fi(d)jiano	斐济语	фиджи	Fidschianisch
fil		fil	I/L			Filipino	filipino	filipino	菲律宾语		Filipinisch
fin	fi	fin	I/L	Uralic	suomi	Finnish	finnois	fin(land)és	芬兰语	финский	Finnisch
fip			I/L			Fipa					
fir			I/L			Firan					
fit			I/L	Uralic	meänkieli	Finnish (Tornedalen)	finnois tornedalien			меянкиели	Finnisch
fiw			I/L			Fiwaga					
fiz			I/L			Izere					
fkv			I/L	Uralic		Finnish (Kven)	finnois (Kven)				
fla			I/L			Kalispel-Pend d'Oreille					
flh			I/L			Foau					
fli			I/L			Fali					
fll			I/L			Fali, North					
flm			I/L			Chin, Falam					
fln			I/L			Flinders Island					
flr			I/L			Fuliiru					
fly			I/L			Tsotsitaal					
fmp			I/L			Fe'fe'					
fmu			I/L			Muria, Far Western					
fng			I/L			Fanagalo					
fni			I/L			Fania					
fod			I/L			Foodo					
foi			I/L			Foi					
fom			I/L			Foma					
fon		fon	I/L		Fɔngbè	Fon	fon		丰语	фон	
for			I/L			Fore					
fos			I/E			Siraya				сирайя	Siraya
fpe			I/L			Fernando Po Creole English	créole anglais Fernando Po				
fqs			I/L			Fas					
fra	fr	fre	I/L	Indo-European	Français	French	français	francés	法语	французский	Französisch
frc			I/L	Indo-European		French, Cajun	français (cajun)				
frd			I/L			Fordata					
frk			I/E	Indo-European	Fränkisch	Frankish					Fränkisch
frm		frm	I/H	Indo-European		French, Middle (ca.1400-1600)	moyen français	francés medio	中古法语	среднефранцузский	Mittelfranzösisch
fro		fro	I/H	Indo-European		French, Old (842-Ca.1400)	ancien français	francés antiguo	古法语	старофранцузский	Altfranzösisch
frp			I/L	Indo-European	francoprovensal	Franco-Provençal	franco-provençal	franco-provenzal			
frq			I/L			Forak					
frr			I/L	Indo-European	Frasch	Frisian, Northern	frison septentrional		北弗里西语	севернофризский	Nordfriesisch
frs		frs	I/L	Indo-European		Frisian, Eastern	frison (oriental)		东弗里西亚语		Ostfriesisch
frt			I/L			Fortsenal					
fry			I/L	Indo-European		Frisian, Western	frison (occidental)		西弗里西语	западнофризский	Westfriesisch
fse			I/L			Finnish Sign Language	langue des signes finnoise				finnische Zeichensprache
fsl			I/L			French Sign Language	langue des signes française				Französische Zeichensprache
fss			I/L			Finnish-Swedish Sign Language	langue des signes finno-suédoise				
fub			I/L	Niger-Congo		Fulfulde (Adamawa)					
fuc			I/L		Pulaar	Pulaar					Pulaar
fud			I/L			Futuna, East	futuna (oriental)			(вост.) футуна	
fue			I/L	Niger-Congo		Fulfulde, Borgu					
fuf			I/L			Pular					
fuh			I/L	Niger-Congo		Fulfulde, Western Niger					
fui			I/L	Niger-Congo		Fulfulde, Bagirmi					
fuj			I/L			Ko	ko				
ful	ff	ful	M/L		Fulfulde	Fulah	peul		富拉语	фулах	Ful
fum			I/L			Fum					
fun			I/L			Fulniô					
fuq			I/L	Niger-Congo		Fulfulde, Central-Eastern Niger					
fur		fur	I/L	Indo-European	furlan	Friulian	frioulan	friulo	弗留利语	фриульский	Friaulisch
fut			I/L			Futuna-Aniwa				футуна-анива	Futuna-Aniwa
fuu			I/L			Furu					
fuv			I/L	Niger-Congo		Fulfulde (Nigerian)					
fuy			I/L			Fuyug					
fvr			I/L		Fòòr	Fur					Fur
fwa			I/L			Fwâi					
fwe			I/L			Fwe					
gaa		gaa	I/L		Gã	Ga	ga			га	Ga
gab			I/L			Gabri					
gad			I/L			Gaddang					
gae			I/L			Guarequena					
gaf			I/L			Gende					
gag			I/L	Turkic	Gagauz dili	Gagauz	gagaouze	gagauzo		гагаузский	Gagausisch
gah			I/L			Alekano					
gai			I/L			Borei					
gaj			I/L			Gadsup					
gak			I/L			Gamkonora					
gal			I/L			Galoli					
gam			I/L			Kandawo					
gan			I/L	Chinese	赣语	Gan			贛語		
gao			I/L			Gants					
gap			I/L			Gal					
gaq			I/L			Gata'					
gar			I/L			Galeya					
gas			I/L			Garasia, Adiwasi					
gat			I/L			Kenati					
gau			I/L			Gadaba, Mudhili					
gav			I/L			Gabutamon					
gaw			I/L			Nobonob					
gax			I/L			Oromo, Borana-Arsi-Guji					
gay		gay	I/L			Gayo	gayo			гайо	Gayo
gaz			I/L			Oromo, West Central					
gba		gba	M/L			Gbaya (Central African Republic)	gbaya				
gbb			I/L			Kaytetye					
gbc			I/L			Garawa					
gbd			I/L			Karadjeri					
gbe			I/L			Niksek					
gbf			I/L			Gaikundi					
gbg			I/L			Gbanziri					
gbh			I/L			Gbe, Defi					
gbi			I/L			Galela					
gbj			I/L			Gadaba, Bodo					
gbk			I/L			Gaddi					
gbl			I/L			Gamit					
gbm			I/L			Garhwali					
gbn			I/L			Mo'da					
gbo			I/L			Grebo, Northern					
gbp			I/L			Gbaya-Bossangoa					
gbq			I/L			Gbaya-Bozoum					
gbr			I/L			Gbagyi					
gbs			I/L			Gbe, Gbesi					
gbu			I/L			Gagadu					
gbv			I/L			Gbanu					
gbx			I/L			Gbe, Eastern Xwla					
gby			I/L			Gbari					
gbz			I/L		دَرِي	Dari, Zoroastrian				дари	
gcc			I/L			Mali					
gcd			I/L			Ganggalida					
gce			I/E			Galice					
gcf			I/L			Guadeloupean Creole French	créole guadeloupéen				
gcl			I/L			Grenadian Creole English					
gcn			I/L			Gaina					
gcr			I/L			Guianese Creole French					
gct			I/L			German, Colonia Tovar					
gda			I/L			Lohar, Gade					
gdb			I/L			Gadaba, Pottangi Ollar					
gdc			I/L			Gugu Badhun					
gdd			I/L			Gedaged				гедагед	Gedaged
gde			I/L			Gude					
gdf			I/L			Guduf-Gava					
gdg			I/L			Ga'dang					
gdh			I/L			Gadjerawang					
gdi			I/L			Gundi					
gdj			I/L			Gurdjar					
gdk			I/L			Gadang					
gdl			I/L			Dirasha					
gdm			I/L		yəw láà:l	Laal	laal	laal			
gdn			I/L			Umanakaina					
gdo			I/L			Ghodoberi	ghodoberi	ghodoberi			
gdq			I/L			Mehri					
gdr			I/L			Wipi					
gdu			I/L			Gudu					
gdx			I/L			Godwari					
gea			I/L			Geruma					
geb			I/L			Kire					
gec			I/L			Grebo, Gboloo					
ged			I/L			Gade					
geg			I/L			Gengle					
geh			I/L		Hutterisch	German, Hutterite					Hutterisch
gei			I/L			Gebe				гебе	Gebe
gej			I/L			Gen	gen				
gek			I/L			Yiwom					
gel			I/L			Kag-Fer-Jiir-Koor-Ror-Us-Zuksun					
gen			I/L			Geman Deng					
geq			I/L			Geme					
ges			I/L			Geser-Gorom				гезер-гором	Geser-Gorom
gew			I/L			Gera					
gex			I/L			Garre					
gey			I/L			Enya				энья	
gez		gez	I/A		ግዕዝ	Geez	guèze	ge'ez		геэз	
gfk			I/L			Patpatar					Patpatar
gft			I/E			Gafat					
gga			I/L			Gao					
ggb			I/L			Gbii					
ggd			I/L			Gugadj					
gge			I/L			Guragone					
ggg			I/L			Gurgula					
ggh			I/L			Garreh-Ajuran					
ggk			I/E			Kungarakany					
ggl			I/L			Ganglau					
ggn			I/L			Gurung, Eastern					
ggo			I/L			Gondi, Southern					
ggr			I/E			Aghu Tharnggalu					
ggt			I/L			Gitua					
ggu			I/L			Gagu					
ggw			I/L			Gogodala					
gha			I/L			Ghadamès					
ghc			I/E			Gaelic, Hiberno-Scottish					
ghe			I/L			Ghale, Southern					
ghh			I/L			Ghale, Northern					
ghk			I/L			Karen, Geko					
ghl			I/L			Ghulfan					
ghn			I/L			Ghanongga					
gho			I/E			Ghomara					
ghr			I/L			Ghera					
ghs			I/L			Guhu-Samane					
ght			I/L			Ghale, Kutang					
gia			I/L			Kitja					
gib			I/L			Gibanawa					
gic			I/L			Gail					
gid			I/L			Gidar					
gig			I/L			Goaria					
gil		gil	I/L		Taetae ni Kiribati	Gilbertese	kiribati	gilbertés		гильбертский	Kiribatisch
gim			I/L			Gimi (Eastern Highlands)					
gin			I/L			Hinukh	hinoukh	hinukh			
gio			I/L			Gelao					
gip			I/L			Gimi (West New Britain)					
giq			I/L			Gelao, Green					
gir			I/L			Gelao, Red					
gis			I/L			Giziga, North					
git			I/L		Gitx̱sanimx̱	Gitxsan					
giw			I/L			Gelao, White					
gix			I/L			Gilima					
giy			I/L			Giyug					
giz			I/L			Giziga, South					
gji			I/L			Geji					
gjk			I/L			Koli, Kachi					
gjn			I/L			Gonja					
gju			I/L			Gujari					
gka			I/L			Guya					
gke			I/L			Ndai					
gkn			I/L			Gokana					
gkp			I/L			Kpelle, Guinea					
gla	gd	gla	I/L		Gàidhlig	Gaelic (Scots)	gaélique écossais	gaélico escocés		шотландский гэльский	Schottisch-Gälisch
glc			I/L			Bon Gula					
gld			I/L		нанай	Nanai				нанайский	
gle	ga	gle	I/L		Gaeilge	Irish	(gaélique) irlandais	irlandés		ирландский	Irisch
glg	gl	glg	I/L		Galego	Gallegan	galicien	gallego		галисийский	Galicisch
glh			I/L			Pashayi, Northwest					
gli			I/E			Guliguli					
glj			I/L			Gula Iro					
glk			I/L			Gilaki					
glo			I/L			Galambu					
glr			I/L			Glaro-Twabo					
gls			I/C			Glosa					
glu			I/L			Gula (Chad)					
glv	gv	glv	I/E		Gaelg	Manx	manx	manés		мэнский	Manx
glw			I/L			Glavda					
gly			I/E			Gule					
gma			I/L			Gambera					
gmb			I/L			Gula'alaa					
gmd			I/L			Mághdì					
gmh		gmh	I/H			German, Middle High (ca.1050-1500)	moyen haut allemand			средневерхненемецкий	Mittelhochdeutsch
gmn			I/L			Gimnime					
gmo			I/L			Gamo-Gofa-Dawro					
gmu			I/L			Gumalu					
gmx			I/L			Magoma					
gmy			I/A			Greek, Mycenaean					
gna			I/L			Kaansa					
gnb			I/L			Gangte					
gnc			I/E			Guanche					Guanche
gnd			I/L			Zulgo-Gemzek					
gng			I/L			Ngangam					
gnh			I/L			Lere					
gni			I/L			Gooniyandi					
gnk			I/L			//Gana					
gnl			I/E			Gangulu					
gnm			I/L			Ginuman					
gnn			I/L			Gumatj					
gno			I/L			Gondi, Northern					
gnq			I/L			Gana					
gnr			I/E			Gureng Gureng					
gnt			I/L			Guntai					
gnu			I/L			Gnau					
gnw			I/L			Guaraní, Western Bolivian		guaraní boliviano occidental			
gnz			I/L			Ganzi					
goa			I/L			Guro					
gob			I/L			Playero					
goc			I/L			Gorakor					
god			I/L			Godié					
goe			I/L			Gongduk	gongdouk				
gog			I/L			Gogo				гого	
goh		goh	I/H			German, Old High (ca.750-1050)	vieux haut allemand			староверхненемецкий	Althochdeutsch
goi			I/L			Gobasi					
goj			I/L			Gowlan					
gok			I/L			Gowli					
gol			I/L			Gola					
gom			I/L			Konkani, Goanese					
gon		gon	M/L			Gondi	gond	gondi		гонди	Gondi
goo			I/L			Gone Dau					
gop			I/L			Yeretuar					
goq			I/L			Gorap					
gor		gor	I/L			Gorontalo	gorontalo			горонтало	Gorontalo
gos			I/L			Gronings					
got		got	I/A			Gothic	gothique	gótico		готский	Gotisch
gou			I/L			Gavar					
gow			I/L			Gorowa					
gox			I/L			Gobu					
goy			I/L			Goundo					
goz			I/L			Gozarkhani					
gpa			I/L			Gupa-Abawa					
gpn			I/L			Taiap	taiap				
gqa			I/L			Ga'anda					
gqi			I/L			Guiqiong					
gqn			I/E			Guana (Brazil)					
gqr			I/L			Gor					
gra			I/L			Garasia, Rajput					
grb		grb	M/L			Grebo	grebo			гребо	
grc		grc	I/H		ἑλληνικά	Greek, Ancient (to 1453)	grec ancien	griego antiguo		древнегреческий	Alt-Griechisch
grd			I/L			Guruntum-Mbaaru					
grg			I/L			Madi					
grh			I/L			Gbiri-Niragu					
gri			I/L			Ghari					Ghari
grj			I/L			Grebo, Southern					
grm			I/L			Kota Marudu Talantang					
grn	gn	grn	M/L		Avañe'ẽ	Guarani	guarani	guaraní		гуарани	Guaraní
gro			I/L			Groma					
grq			I/L			Gorovu					
grr			I/L			Taznatit					
grs			I/L			Gresi					
grt			I/L			Garo					
gru			I/L			Kistane					
grv			I/L			Grebo, Central					
grw			I/L			Gweda					
grx			I/L			Guriaso					
gry			I/L			Grebo, Barclayville					
grz			I/L			Guramalum					
gsc			I/L		Gascon	Gascon	gascon	gascón			Gaskognisch
gse			I/L			Ghanaian Sign Language					Ghanische Zeichensprache
gsg			I/L			German Sign Language					Deutsche Zeichensprache
gsl			I/L			Gusilay					
gsm			I/L			Guatemalan Sign Language					Guatemala Zeichensprache
gsn			I/L			Gusan					
gsp			I/L			Wasembo					
gss			I/L			Greek Sign Language					Griechische Zeichensprache
gsw		gsw	I/L	German	Schwyzerdütsch	Swiss German	alémanique			швицердютчь	Schweizerdeutsch
gta			I/L			Guató					
gti			I/L			Gbati-ri					
gua			I/L			Shiki					
gub			I/L			Guajajára		guajajára			
guc			I/L			Wayuu		wayúu			
gud			I/L			Dida, Yocoboué					
gue			I/L			Gurinji					
guf			I/L			Gupapuyngu					
gug			I/L			Guaraní, Paraguayan		guaraní paraguayo			
guh			I/L			Guahibo					
gui			I/L			Guaraní, Eastern Bolivian		guaraní boliviano oriental			
guj	gu	guj	I/L		ગુજરાતી	Gujarati	gujarâtî	guyaratí		гуджарати	Gujarati
guk			I/L			Gumuz					
gul			I/L			Sea Island Creole English					
gum			I/L			Guambiano		guambiano			
gun			I/L			Guaraní, Mbyá		guaraní mbyá			
guo			I/L			Guayabero		guayabero			
gup			I/L			Gunwinggu					
guq			I/L			Aché		aché			
gur			I/L			Farefare					
gus			I/L			Guinean Sign Language					Guineanische Zeichensprache
gut			I/L			Maléku Jaíka					
guu			I/L			Yanomamö					
guv			I/E			Gey					
guw			I/L			Gun	gun				
gux			I/L			Gourmanchéma					
guz			I/L			Gusii				гусии	
gva			I/L			Guana (Paraguay)					
gvc			I/L			Guanano		guanano			
gve			I/L			Duwet					
gvf			I/L			Golin					
gvj			I/L			Guajá		guajá			
gvl			I/L			Gulay					
gvm			I/L			Gurmana					
gvn			I/L			Kuku-Yalanji					
gvo			I/L			Gavião Do Jiparaná		gavião do Jiparaná			
gvp			I/L			Gavião, Pará					
gvr			I/L			Gurung, Western					
gvs			I/L			Gumawana					
gvy			I/E			Guyani					
gwa			I/L			Mbato					
gwb			I/L			Gwa					
gwc			I/L			Kalami					
gwd			I/L			Gawwada					
gwe			I/L			Gweno					
gwf			I/L			Gowro					
gwg			I/L			Moo					
gwi		gwi	I/L		Gwich´in	Gwich´in	gwich´in				
gwj			I/L			/Gwi					
gwn			I/L			Gwandara					
gwr			I/L			Gwere					
gwt			I/L			Gawar-Bati					
gwu			I/L			Guwamu					
gww			I/L			Kwini					
gwx			I/L			Gua					
gxx			I/L			Wè Southern					
gya			I/L			Gbaya, Northwest					
gyb			I/L			Garus					
gyd			I/L			Kayardild					
gye			I/L			Gyem					
gyf			I/L			Gungabula					
gyg			I/L			Gbayi					
gyi			I/L			Gyele					
gym			I/L			Ngäbere		ngäbere			
gyn			I/L			Guyanese Creole English	créole guyanais				
gyr			I/L			Guarayu		guarayú			
gyy			I/L			Gunya					
gza			I/L			Ganza					
gzi			I/L			Gazi					
gzn			I/L			Gane				гане	Gane
haa			I/L		Hän	Han	han				
hab			I/L			Hanoi Sign Language					
hac			I/L			Gurani					
had			I/L			Hatam					
hae			I/L			Oromo, Eastern					
haf			I/L			Haiphong Sign Language					
hag			I/L			Hanga					
hah			I/L			Hahon					
hai		hai	M/L		X̲aat Kíl	Haida	haida	haida	海达语	хайда	
haj			I/L			Hajong					
hak			I/L	Chinese		Hakka Chinese	hakka		客家話		Hakka
hal			I/L			Halang					
ham			I/L			Hewa					
han			I/L			Hangaza					
hao			I/L			Hakö					
hap			I/L			Hupla					
haq			I/L			Ha					
har			I/L			Harari	harari				
has			I/L		X̄a'’islak̓ala	Haisla					
hat	ht	hat	I/L		Kreyòl Ayisyen	Haitian; Haitian Creole	haïtien; créole haïtien	criollo haitiano	海地克里奥尔语	гаити	Haitianisch
hau	ha	hau	I/L		حَوْسَ	Hausa	haoussa	hausa	豪萨语	хауса	Hausa
hav			I/L			Havu					
haw		haw	I/L		ʻōlelo Hawaiʻi	Hawaiian	hawaïen	hawaiano	夏威夷语	гавайский	Hawaiianisch
hax			I/L			Haida, Southern					
hay			I/L			Haya					
haz			I/L			Hazaragi					
hba			I/L			Hamba					
hbb			I/L			Huba					
hbn			I/L			Heiban					
hbo			I/H			Hebrew, Ancient					
hbs	sh		M/L		српскохрватски	Serbo-Croatian	serbo-croate	serbocroata	塞尔维亚－克罗地亚语	сербохорватский	Serbokroatisch
hbu			I/L			Habu					
hca			I/L			Andaman Creole Hindi					
hch			I/L			Huichol					
hdn			I/L			Haida, Northern					
hds			I/L			Honduras Sign Language					Honduranische Zeichensprache
hdy			I/L			Hadiyya					
hea			I/L			Hmong, Northern Qiandong			北部土语		
heb	he	heb	I/L		עִבְרִית	Hebrew	hébreu	hebreo	希伯来语	иврит	Hebräisch; Iwrit
hed			I/L			Herdé					
heg			I/L			Helong					
heh			I/L			Hehe					
hei			I/L		Hailhzaqvla	Heiltsuk					
hem			I/L			Hemba					
her	hz	her	I/L		Otjiherero	Herero	herero	herero	赫雷罗语	гереро	Otjiherero
hgm			I/L			Hai//om					
hgw			I/L			Haigwai					
hhr			I/L			Kerak					
hia			I/L			Lamang					
hib			I/E			Hibito					
hid			I/L			Hidatsa	hidatsa	hidatsa			
hif			I/L			Hindustani, Fijian					
hig			I/L			Kamwe					
hih			I/L			Pamosu					
hii			I/L			Hinduri					
hij			I/L			Hijuk					
hik			I/L			Seit-Kaitetu					
hil		hil	I/L		Ilonggo	Hiligaynon	hiligaynon	hiligainón	希利盖农语	хилигайнон	
him			O/C			Himachali	himachali		喜马偕尔语		
hin	hi	hin	I/L		हिन्दी	Hindi	hindi	hindi	印地语	хинди	Hindi
hio			I/L			Tsoa					
hir			I/L			Himarimã					
hit		hit	I/A			Hittite	hittite		赫梯语	хеттский	Hethitisch
hiw			I/L			Hiw					
hix			I/L			Hixkaryána		hixkaryána			
hka			I/L			Kahe					
hke			I/L			Hunde					
hla			I/L			Halia					
hlb			I/L			Halbi					
hld			I/L			Halang Doan					
hlt			I/L			Nga La					
hlu			I/A			Luwian, Hieroglyphic					
hma			I/L			Hmong, Southern Mashan			麻山南部土语		
hmb			I/L			Songhay, Humburi Senni					
hmc			I/L	Hmong		Hmong, Central Huishui			惠水中部土语		
hmd			I/L	Hmong		Hmong, Northeastern Dian			滇东北次方言		
hme			I/L	Hmong		Hmong, Eastern Huishui			惠水东部土语		
hmf			I/L	Hmong		Hmong Don					
hmg			I/L	Hmong		Hmong, Southwestern Guiyang			贵阳西南土语		
hmh			I/L	Hmong		Hmong, Southwestern Huishui			惠水西南土语		
hmi			I/L	Hmong		Hmong, Northern Huishui			惠水北部土语		
hmj			I/L	Hmong		Hmong, Chonganjiang			重安江次方言		
hmk			I/E			Maek					
hml			I/L	Hmong		Hmong, Luopohe			罗泊河次方言		
hmm			I/L			Hmong, Central Mashan			麻山中部土语		
hmn		hmn	M/L	Hmong	Hmoob	Hmong	hmong		苗语		
hmo	ho	hmo	I/L			Hiri Motu	hiri motu		希里莫图语	хиримоту	Hiri Motu
hmp			I/L	Hmong		Hmong, Northern Mashan			麻山北部土语		
hmq			I/L	Hmong		Hmong, Eastern Qiandong			东部土语		
hmr			I/L			Hmar		hmar			
hms			I/L	Hmong		Hmong, Southern Qiandong			南部土语		
hmt			I/L			Hamtai					
hmu			I/L	Hmong		Hamap					
hmv			I/L	Hmong		Hmong Dô					
hmw			I/L	Hmong		Hmong, Western Mashan			麻山西部土语		
hmy			I/L	Hmong		Hmong, Southern Guiyang			贵阳南部土语		
hmz			I/L	Hmong		Hmong Shua					
hna			I/L			Mina (Cameroon)					
hnd			I/L			Hindko, Southern					
hne			I/L			Chhattisgarhi		chhattisgarhí		чхаттисгархи	
hnh			I/L			Ani					
hni			I/L		Haqniqdoq	Hani	hani		哈尼语		
hnn			I/L			Hanunoo				хануноо	
hno			I/L			Hindko, Northern					
hns			I/L			Hindustani, Caribbean					
hnu			I/L			Hung					
hoa			I/L			Hoava				хоава	Hoava
hob			I/L			Mari (Madang Province)					
hoc			I/L			Ho		ho			
hod			I/E			Holma					
hoe			I/L			Horom					
hoh			I/L			Hobyót					
hoi			I/L			Holikachuk					
hoj			I/L			Harauti					
hol			I/L			Holu					
